Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Office Supplies,Binders,18.264,2,0.7,-13.3936
First Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,17.43,1,0.7,-13.363
Standard Class,Consumer,United States,Broomfield,Colorado,80020,West,Office Supplies,Binders,19.968,2,0.7,-13.312
Standard Class,Corporate,United States,Miami,Florida,33142,South,Office Supplies,Binders,16.146,9,0.7,-12.9168
Standard Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Binders,16.821,3,0.7,-12.8961
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,19.194,7,0.7,-12.796
Second Class,Corporate,United States,Asheville,North Carolina,28806,South,Office Supplies,Binders,19.008,8,0.7,-12.672
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,17.22,5,0.7,-12.628
First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,15.66,5,0.7,-12.528
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,18.648,7,0.7,-12.432
Standard Class,Consumer,United States,Cuyahoga Falls,Ohio,44221,East,Office Supplies,Binders,18.528,4,0.7,-12.352
First Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Binders,18.432,8,0.7,-12.288
Standard Class,Consumer,United States,Saint Petersburg,Florida,33710,South,Office Supplies,Binders,18.336,2,0.7,-12.224
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,18.312,4,0.7,-12.208
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,18.312,4,0.7,-12.208
Standard Class,Corporate,United States,Parker,Colorado,80134,West,Office Supplies,Binders,14.952,2,0.7,-11.9616
Standard Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Binders,14.952,2,0.7,-11.9616
First Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Binders,15.57,3,0.7,-11.937
Standard Class,Home Office,United States,Hollywood,Florida,33021,South,Office Supplies,Binders,15.57,3,0.7,-11.418
Same Day,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Binders,13.428,3,0.7,-11.19
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Binders,13.272,8,0.7,-10.6176
First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Binders,14.427,3,0.7,-10.5798
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,14.301,7,0.7,-10.4874
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Binders,14.301,7,0.7,-10.4874
Standard Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Binders,13.023,1,0.7,-10.4184
First Class,Home Office,United States,Troy,Ohio,45373,East,Office Supplies,Binders,14.832,3,0.7,-10.3824
Same Day,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Binders,12.645,5,0.7,-10.116
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,13.71,5,0.7,-10.054
Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Office Supplies,Binders,12.06,5,0.7,-10.05
Standard Class,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Binders,13.092,4,0.7,-10.0372
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,13.092,4,0.7,-10.0372
Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,13.005,3,0.7,-9.9705
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,12.843,3,0.7,-9.8463
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,13.392,8,0.7,-9.8208
Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,12.201,7,0.7,-9.7608
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,13.698,3,0.7,-9.5886
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,12.957,7,0.7,-9.5018
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,11.61,2,0.7,-9.288
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,13.896,3,0.7,-9.264
Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Office Supplies,Binders,12.03,5,0.7,-9.223
First Class,Home Office,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,11.976,4,0.7,-9.1816
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,12.828,2,0.7,-8.9796
Standard Class,Corporate,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,12.828,2,0.7,-8.9796
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,13.194,2,0.7,-8.796
Second Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Binders,11.808,8,0.7,-8.6592
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Binders,11.277,3,0.7,-8.6457
Standard Class,Consumer,United States,Miami,Florida,33142,South,Office Supplies,Binders,12.294,1,0.7,-8.6058
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,12.294,1,0.7,-8.6058
Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,11.214,2,0.7,-8.5974
Second Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,11.232,8,0.7,-8.2368
Same Day,Consumer,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,11.088,7,0.7,-8.1312
Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Binders,11.088,7,0.7,-8.1312
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,11.088,7,0.7,-8.1312
Standard Class,Home Office,United States,Hendersonville,Tennessee,37075,South,Office Supplies,Binders,11.88,5,0.7,-7.92
Standard Class,Consumer,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,10.782,3,0.7,-7.9068
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,9.42,5,0.7,-7.85
First Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,11.76,5,0.7,-7.84
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,11.673,3,0.7,-7.782
Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Office Supplies,Binders,11.673,3,0.7,-7.782
Second Class,Home Office,United States,Hollywood,Florida,33021,South,Office Supplies,Binders,11.52,5,0.7,-7.68
Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,10.44,6,0.7,-7.656
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,10.38,2,0.7,-7.612
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,10.332,3,0.7,-7.5768
Standard Class,Consumer,United States,Troy,Ohio,45373,East,Office Supplies,Binders,10.332,3,0.7,-7.5768
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,9.396,3,0.7,-7.5168
First Class,Corporate,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,11.22,10,0.7,-7.48
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,8.952,2,0.7,-7.46
Second Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,9.612,6,0.7,-7.3692
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,9.555,5,0.7,-7.3255
First Class,Consumer,United States,Louisville,Colorado,80027,West,Office Supplies,Binders,9.552,8,0.7,-7.3232
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,9.006,2,0.7,-7.2048
Same Day,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Binders,9.702,3,0.7,-7.1148
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,9.618,2,0.7,-7.0532
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,9.522,1,0.7,-6.9828
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,10.428,4,0.7,-6.952
Standard Class,Home Office,United States,Apopka,Florida,32712,South,Office Supplies,Binders,9.888,2,0.7,-6.9216
First Class,Corporate,United States,Palm Coast,Florida,32137,South,Office Supplies,Binders,9.81,5,0.7,-6.867
Standard Class,Corporate,United States,Medford,Oregon,97504,West,Office Supplies,Binders,9.762,2,0.7,-6.8334
Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Office Supplies,Binders,8.964,6,0.7,-6.5736
Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Binders,8.559,1,0.7,-6.5619
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,9.345,5,0.7,-6.5415
First Class,Corporate,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,8.904,2,0.7,-6.5296
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,8.856,6,0.7,-6.4944
First Class,Home Office,United States,Cleveland,Ohio,44105,East,Office Supplies,Binders,8.7,5,0.7,-6.38
First Class,Corporate,United States,Chester,Pennsylvania,19013,East,Office Supplies,Binders,8.595,5,0.7,-6.303
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,7.656,4,0.7,-6.1248
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,7.656,4,0.7,-6.1248
Standard Class,Consumer,United States,Broomfield,Colorado,80020,West,Office Supplies,Binders,8.736,4,0.7,-6.1152
Standard Class,Home Office,United States,Peoria,Arizona,85345,West,Office Supplies,Binders,9.156,2,0.7,-6.104
Standard Class,Consumer,United States,Tallahassee,Florida,32303,South,Office Supplies,Binders,8.226,3,0.7,-6.0324
Same Day,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,8.226,3,0.7,-6.0324
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,7.236,3,0.7,-6.03
First Class,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,7.857,3,0.7,-6.0237
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Binders,7.506,9,0.7,-6.0048
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,7.476,1,0.7,-5.9808
Standard Class,Corporate,United States,Chattanooga,Tennessee,37421,South,Office Supplies,Binders,8.1,5,0.7,-5.94
Standard Class,Consumer,United States,Greensboro,North Carolina,27405,South,Office Supplies,Binders,7.644,4,0.7,-5.8604
Second Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Binders,7.23,5,0.7,-5.784
Standard Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Binders,7.23,5,0.7,-5.784
First Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,7.518,2,0.7,-5.7638
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,6.858,6,0.7,-5.715
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,8.16,5,0.7,-5.712
Standard Class,Corporate,United States,Palm Coast,Florida,32137,South,Office Supplies,Binders,7.434,6,0.7,-5.6994
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,8.001,7,0.7,-5.6007
Standard Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Binders,7.218,3,0.7,-5.5338
First Class,Consumer,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,7.218,3,0.7,-5.5338
Standard Class,Home Office,United States,Wilson,North Carolina,27893,South,Office Supplies,Binders,7.38,5,0.7,-5.412
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,7.488,8,0.7,-5.2416
First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,6.258,2,0.7,-5.215
Second Class,Consumer,United States,Fort Lauderdale,Florida,33311,South,Office Supplies,Binders,7.764,4,0.7,-5.176
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,6.888,2,0.7,-5.0512
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,6.57,3,0.7,-5.037
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,6.216,4,0.7,-4.9728
Standard Class,Consumer,United States,Wilson,North Carolina,27893,South,Office Supplies,Binders,6.408,4,0.7,-4.9128
Standard Class,Consumer,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Binders,5.715,5,0.7,-4.7625
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,5.715,5,0.7,-4.7625
First Class,Home Office,United States,Troy,Ohio,45373,East,Office Supplies,Binders,5.715,5,0.7,-4.7625
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,6.48,4,0.7,-4.752
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Binders,6.783,7,0.7,-4.7481
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Office Supplies,Binders,6.336,4,0.7,-4.6464
Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Binders,6.27,5,0.7,-4.598
Standard Class,Home Office,United States,Akron,Ohio,44312,East,Office Supplies,Binders,5.742,3,0.7,-4.5936
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Binders,5.97,5,0.7,-4.577
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,5.97,5,0.7,-4.577
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,6.528,4,0.7,-4.5696
Standard Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Binders,6.456,4,0.7,-4.5192
First Class,Corporate,United States,Smyrna,Tennessee,37167,South,Office Supplies,Binders,6.129,3,0.7,-4.4946
Second Class,Consumer,United States,Hialeah,Florida,33012,South,Office Supplies,Binders,5.388,4,0.7,-4.49
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,6.732,6,0.7,-4.488
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,5.346,3,0.7,-4.455
Standard Class,Corporate,United States,Orlando,Florida,32839,South,Office Supplies,Binders,6.642,9,0.7,-4.428
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,5.607,1,0.7,-4.2987
First Class,Consumer,United States,Durham,North Carolina,27707,South,Office Supplies,Binders,6.048,7,0.7,-4.2336
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,6.294,1,0.7,-4.196
Standard Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Binders,5.229,3,0.7,-4.1832
Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,5.214,2,0.7,-4.1712
Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,5.214,2,0.7,-4.1712
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,5.892,4,0.7,-4.1244
Standard Class,Consumer,United States,Bowling Green,Ohio,43402,East,Office Supplies,Binders,5.553,3,0.7,-4.0722
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,5.484,4,0.7,-4.0216
Standard Class,Corporate,United States,Plantation,Florida,33317,South,Office Supplies,Binders,5.238,2,0.7,-4.0158
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,4.923,3,0.7,-3.9384
Standard Class,Corporate,United States,Tallahassee,Florida,32303,South,Office Supplies,Binders,5.607,3,0.7,-3.9249
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,4.626,2,0.7,-3.855
Standard Class,Consumer,United States,Hickory,North Carolina,28601,South,Office Supplies,Binders,4.572,4,0.7,-3.81
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,4.956,4,0.7,-3.7996
Standard Class,Home Office,United States,Portland,Oregon,97206,West,Office Supplies,Binders,5.682,1,0.7,-3.788
Standard Class,Corporate,United States,Plantation,Florida,33317,South,Office Supplies,Binders,4.662,3,0.7,-3.7296
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,4.812,2,0.7,-3.6892
Standard Class,Corporate,United States,Deltona,Florida,32725,South,Office Supplies,Binders,5.184,6,0.7,-3.6288
Standard Class,Home Office,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,4.938,2,0.7,-3.6212
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,4.503,1,0.7,-3.6024
First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,4.86,3,0.7,-3.564
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,5.328,2,0.7,-3.552
Standard Class,Home Office,United States,Sanford,Florida,32771,South,Office Supplies,Binders,4.842,3,0.7,-3.5508
First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Binders,4.401,3,0.7,-3.5208
Standard Class,Corporate,United States,Tigard,Oregon,97224,West,Office Supplies,Binders,5.022,1,0.7,-3.5154
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Binders,4.554,3,0.7,-3.4914
Standard Class,Corporate,United States,Hillsboro,Oregon,97123,West,Office Supplies,Binders,4.158,7,0.7,-3.465
First Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Binders,4.158,7,0.7,-3.465
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,5.193,3,0.7,-3.462
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,4.896,3,0.7,-3.4272
First Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Binders,4.896,3,0.7,-3.4272
Second Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,4.896,3,0.7,-3.4272
Same Day,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,4.842,3,0.7,-3.3894
First Class,Corporate,United States,Altoona,Pennsylvania,16602,East,Office Supplies,Binders,4.419,3,0.7,-3.3879
Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Binders,4.368,7,0.7,-3.3488
Standard Class,Home Office,United States,Peoria,Arizona,85345,West,Office Supplies,Binders,4.536,7,0.7,-3.3264
Second Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,4.752,2,0.7,-3.168
First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Binders,3.768,2,0.7,-3.14
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,4.419,3,0.7,-3.0933
Second Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Binders,4.368,2,0.7,-3.0576
Standard Class,Home Office,United States,Hendersonville,Tennessee,37075,South,Office Supplies,Binders,4.338,3,0.7,-3.0366
Standard Class,Consumer,United States,Orlando,Florida,32839,South,Office Supplies,Binders,4.086,2,0.7,-2.9964
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Office Supplies,Binders,3.564,2,0.7,-2.97
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,3.576,4,0.7,-2.8608
Second Class,Consumer,United States,Grove City,Ohio,43123,East,Office Supplies,Binders,3.648,2,0.7,-2.7968
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,3.486,2,0.7,-2.7888
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,3.762,3,0.7,-2.7588
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,3.762,3,0.7,-2.7588
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,3.444,2,0.7,-2.7552
Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Office Supplies,Binders,4.095,3,0.7,-2.73
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Binders,3.798,2,0.7,-2.6586
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,3.318,2,0.7,-2.6544
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,3.282,2,0.7,-2.6256
First Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Binders,3.282,2,0.7,-2.6256
First Class,Home Office,United States,Miami,Florida,33142,South,Office Supplies,Binders,3.744,4,0.7,-2.6208
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,3.132,2,0.7,-2.61
First Class,Corporate,United States,Mason,Ohio,45040,East,Office Supplies,Binders,3.132,2,0.7,-2.61
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Binders,3.882,2,0.7,-2.588
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,3.882,2,0.7,-2.588
Standard Class,Home Office,United States,Franklin,Tennessee,37064,South,Office Supplies,Binders,3.204,2,0.7,-2.5632
Second Class,Consumer,United States,Fort Collins,Colorado,80525,West,Office Supplies,Binders,3.168,4,0.7,-2.5344
Second Class,Home Office,United States,Tamarac,Florida,33319,South,Office Supplies,Binders,3.444,1,0.7,-2.5256
Standard Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Binders,3.438,2,0.7,-2.5212
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,3.273,1,0.7,-2.5093
Standard Class,Consumer,United States,Thomasville,North Carolina,27360,South,Office Supplies,Binders,3.204,2,0.7,-2.4564
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,3.168,3,0.7,-2.4288
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,3.036,2,0.7,-2.3276
First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Binders,2.892,2,0.7,-2.3136
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,2.862,3,0.7,-2.2896
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Office Supplies,Binders,3.264,2,0.7,-2.2848
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,2.946,2,0.7,-2.2586
Standard Class,Consumer,United States,Port Saint Lucie,Florida,34952,South,Office Supplies,Binders,2.694,2,0.7,-2.245
Same Day,Consumer,United States,Tempe,Arizona,85281,West,Office Supplies,Binders,3.366,3,0.7,-2.244
Standard Class,Home Office,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,3.108,2,0.7,-2.1756
Standard Class,Corporate,United States,Apopka,Florida,32712,South,Office Supplies,Binders,2.952,2,0.7,-2.1648
Second Class,Corporate,United States,Franklin,Tennessee,37064,South,Office Supplies,Binders,2.946,2,0.7,-2.0622
Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Binders,2.946,2,0.7,-2.0622
Same Day,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,2.946,2,0.7,-2.0622
Standard Class,Corporate,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,2.907,3,0.7,-2.0349
First Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Binders,2.742,2,0.7,-2.0108
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,2.412,1,0.7,-2.01
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,2.502,3,0.7,-2.0016
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,2.502,3,0.7,-2.0016
Standard Class,Consumer,United States,Ormond Beach,Florida,32174,South,Office Supplies,Binders,2.808,3,0.7,-1.9656
Standard Class,Corporate,United States,Bristol,Tennessee,37620,South,Office Supplies,Binders,2.808,3,0.7,-1.9656
Standard Class,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,2.313,1,0.7,-1.9275
First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Binders,2.628,2,0.7,-1.9272
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,2.724,2,0.7,-1.9068
Standard Class,Corporate,United States,Parker,Colorado,80134,West,Office Supplies,Binders,2.376,3,0.7,-1.9008
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,2.655,1,0.7,-1.8585
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Binders,2.508,2,0.7,-1.8392
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,2.388,2,0.7,-1.8308
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Office Supplies,Binders,2.469,1,0.7,-1.8106
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,2.556,3,0.7,-1.7892
First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,2.502,3,0.7,-1.7514
Standard Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Binders,2.286,2,0.7,-1.6764
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,2.202,2,0.7,-1.5414
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,1.908,2,0.7,-1.5264
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,2.043,1,0.7,-1.4982
First Class,Consumer,United States,Pensacola,Florida,32503,South,Office Supplies,Binders,2.214,3,0.7,-1.476
Second Class,Consumer,United States,Cuyahoga Falls,Ohio,44221,East,Office Supplies,Binders,2.214,3,0.7,-1.476
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Binders,1.872,3,0.7,-1.4352
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,1.944,3,0.7,-1.4256
Second Class,Corporate,United States,Elyria,Ohio,44035,East,Office Supplies,Binders,1.824,1,0.7,-1.3984
Standard Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,1.938,2,0.7,-1.3566
First Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,2.025,1,0.7,-1.35
First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,1.641,1,0.7,-1.3128
Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,1.872,2,0.7,-1.3104
Standard Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Binders,1.869,1,0.7,-1.3083
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,1.941,1,0.7,-1.294
First Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,1.188,2,0.7,-0.99
Second Class,Corporate,United States,Loveland,Colorado,80538,West,Office Supplies,Binders,1.188,2,0.7,-0.99
